id,text,political,racial/ethnic,religious,gender/sexual,other,text_en
zho_958094cb8048969ae663334723c67c80,想象一下，如果被强奸的一个男生，会是怎样的结果。哈哈哈哈哈哈,0,0,0,1,0,Imagine what happens to a boy who's been raped. Ha ha ha ha ha ha ha ha.
zho_c84b2810b125c61c209ca438c56b4db5,奥巴马能算黑人，因为奥巴马老爸是非洲纯黑，按中国的父系决定论奥巴马是黑人,0,1,0,0,0,"Obama can be black, because Obama's dad is black in Africa, and he's black according to China's patrilineal decision."
zho_35564ff31d5823bda0488e21c8f072bb,骗婚什么时候没被抵制了吗，这本来就是个错误的行为啊，但你说的是抵制男同这个群体,0,0,0,1,0,"It's a mistake, but you're talking about resisting the same group of men."
zho_61a58c7bc4ad872dfd446db34873b232,歧亚裔不算种族歧视，政治正确，政治正确,1,1,0,0,0,It's not racist. It's political. It's political.
zho_ef413f0567fc217bd9514c558e95628d,正常人还是占大多数的，那些热评是什么成分大家都懂吧,0,0,0,0,1,"Normal people still make up the majority. You know what that is, don't you?"
zho_d562b9b59ab0c27c50bbf5f1421f628c,水文是水文，我又不是没把国内女权的德行放出来。你也不用来扣帽子。�,0,0,0,1,0,"Hydrological is hydrologic, and it's not like I didn't let out the virtues of women's rights in the country. You don't take hats."
zho_38a824c6414c1609d1becc3824c40a2b,特别欣赏你说符合中国人审美而不是说黑人丑，特别棒,0,1,0,0,0,"I appreciate you saying it suits the Chinese beauty, not the blacks. It's great."
zho_942717189327051676e26ce3b3930fa2,东北人热情好客，讲义气，热心肠，天下皆知，某些人见不得人家好，特别是两广一带，心里不平衡，酸呗,0,1,0,0,0,"The Northeast are warm, friendly, warm, well-known. Some people don't like it."
zho_0e9d3f99fb101653a2e89cd428e965b4,PUA呗，贬低你说你一文不值达到从精神上控制你的作用,0,0,0,0,1,"P.U.A., you say you're worthless enough to control you mentally."
zho_599deacab28881f5493f1590b4dd52a2,冲这个事，我恨死东北的奉军，和蒋介石这个垃圾了,1,1,0,0,0,I hate Northeast Bong and Chiang Kai-shek for this shit.
zho_87d48219b3b6be45b37fadb358f74a40,我身边还没见过一门心思娶外国女人的呢，这例子没意思。关键是网络风气，这玩意跟现实要分开来看。,0,1,0,0,0,"I've never seen a woman married to a foreign woman around me, and that's not a good example. The key is the cyber culture, and it's different from reality."
zho_696162e673ab2be41b4361431a5bd790,我真的太害怕江苏人了，跟他们唠两句，必提到GDP��,0,1,0,0,0,I'm really scared of the Jiangsu people. Talk to them about GDP.
zho_73a36e584a8f8221553a4d04b241ddc9,虽然说是地域黑，但是确实前几年发生过�大概是刻板印象吧，时代变了谁还偷井盖啊，那么沉,0,1,0,0,0,"It's dark, but it did happen a few years ago."
zho_5e2dec623c1263d22a66e1197ac50471,因为畸形的人只有配上畸形的爱才会觉得正常，并称之为真爱。,0,0,0,1,0,Because a deformed person can only feel normal with a deformed love and call it true love.
zho_5968d89b7dc77bfafd5a11ace260fe39,你只是一个一无是处的人，所以你没要求，有个女的跟你就不错了，还敢有要求？�,0,0,0,1,0,"You're just a nobody, so you don't ask. A woman is good enough for you."
zho_2bc54fff4f852b77a180a92d16f31c58,"「你是黑黑鬼,黑黑,黑鬼黑鬼,嘿嘿」哎,他们只知道nigger这个dirty,word了,所以……",0,1,0,0,0,"""You're black, black, black, black, nigger, hey."" Hey, all they know is nigger this dicky, word, so..."
zho_bb393f5eff2468c99b23464a4d1e4b50,女孩泛指0~18岁的女子过了18岁叫妇女，结了婚叫声阿姨女士不过分吧,0,0,0,1,0,"A girl who's between 0 and 18 years old is called a woman when she's 18 years old, so it's not too much for aunty when she's married."
zho_98e3ac7d95ef76fbbb91cc7539a04757,时代变了，谁还偷这玩意，费劲还不挣钱，假和尚在河南才多����,0,0,1,0,0,"The times have changed. Anyone who steals this stuff, doesn't get paid enough to be a fake monk in Henan."
zho_172cf28fb7f77436103f69c8faa524b6,强奸案都没了结呢，就还有脸出来指指点点女性应该怎样了 真是送脸下乡,0,0,0,1,0,"If the rapes don't end, you'll have the face to tell me what it's like to be a woman."
zho_6836d95f1322e3af13f8f66da2de376d,异性恋属阳，是正常的，同性恋属阴，是不正常的,0,0,0,1,0,He's gay. He's gay. He's gay.
zho_7cacbddf28790eced6bc135b650c666a,别说得好像中国男人很负责一样。忽悠自己是最大的傻,0,0,0,1,0,Don't talk like Chinese men are responsible. You're the biggest fool.
zho_ba49f98b215ebfa3137044b7f5ce27cb,太恶心了要吐了 广东人每回都开玩笑我们吃福建人 别开了 你们本来就啥都吃……,0,1,0,0,0,"It's disgusting to throw up. The Cantonese joke every time we eat Fujian, don't open it. You eat everything."
zho_ed8f13e3f384b74eb916b0d884c6bb0f,别逗了，你找一个嫁给黑人还要彩礼的例子出来，一个就行�,0,1,0,0,0,Don't be ridiculous. You find an example of marriage to a black man and a bride price. Just one.
zho_ace5ad1ff9f01c47528e19061189384c,我上大学的时候，被河南人骗了400块钱。。。,0,1,0,0,0,"When I went to college, I was tricked by the Henans for 400 bucks."
zho_d267be0819f35f9b43dd21a5de1d219f,法国拥有600万青壮年穆斯林、黑人人口，但结局大家有眼看的，白人生活水平没有上升，天天911，活在绿音当中,0,1,1,0,0,"France has 6 million young and young Muslims and blacks, but it ends up seeing no rise in the living standards of the whites, 9/11 every day, living in green."
zho_f57e65f34593c4f6d21908d3788444f7,什么东西，吃别人的用别人的还嫌别人没给你喂好的，呸,0,0,0,0,1,What's that? Eating someone else's?
zho_8369e8739ac9eba86f7131aac9631bd8,女生跑大城市的才多把，男生要考虑房子车子（车牌车位），学区房一堆东西。女生靠比入住就行了,0,0,0,1,0,"Girls run around the city more often, boys have to think about the house car, the school room is full of stuff."
zho_1357b2e3adb1700472a38d777f29ac0a,黑人到底是发明了足球或者蹴鞠这项运动呢？还是参与了最初游戏规则的指定呢？都没有吧。,0,1,0,0,0,"Did the blacks invent football or bow to the sport, or did they participate in the initial rules of the game? No."
zho_105cee8120c8582bf3a016741538b5c7,如果二战往他们头上扔原子弹得是中国你试试？这几年少点了，十几年前美军强奸少女得案例还少？,1,1,0,0,0,"If it's China that dropped an atomic bomb on their heads in World War II? A little less in the last few years, and less in the rapes of young girls by the U.S. Army 10 years ago?"
zho_3d75515063d577f0e39400a5e7174781,你见过 以前欧美国家给黑人福利的吗？ 被歧视群体只有利益受损，哪能获得福利？,0,1,0,0,0,Have you ever seen what the European and American countries used to do to benefit black people?
zho_63d3b6e56321546c8fb142cd4cb73242,你是性功能正常的肯定这么想了，性功能不正常的不喷死你,0,0,0,1,0,I'm sure you think you're having a normal sex function.
zho_b65cf6aecf1d3d8395909bb5696a1862,���我也是在网络上看见好多中国男的找黑人结婚，找东南亚女的结婚,0,1,0,0,0,I also saw a lot of Chinese men on the Internet looking for black women to get married and South-East Asian women to marry.
zho_cd30ae8a67158d1116114ffff87a802e,年初那会儿我看的新闻，说有个印度人得了新冠，找法师来驱邪气，过几天法师死了，哈哈,0,1,0,0,0,I read the news at the beginning of the year that an Indian had a new crown and asked the Master to drive the evil spirits.
zho_2632f683beeba031c83a4befa8d54e39,主动进笼子的，基本就不应该算人了，当然不应该还算什么女孩子,0,0,0,1,0,"You're not supposed to be human, you're not supposed to be a girl."
zho_498694a10942e272d5ca48ae3667c327,别人不能定义性少数，那同性恋有什么资格给儿童定义？,0,0,0,1,0,No one else could define sexual minorities. What was the right of homosexuals to define children?
zho_0ef00b359c4412b54a635a56d4128ca1,强奸犯强奸了女人，中毒了，这不就是女人对强奸犯的报复？,0,0,0,1,0,"A rapist raped a woman, poisoned a woman. Isn't that a woman's revenge for a rapist?"
zho_23ee889872b581a36278ff5431d7477f,所以他们会在收到工资的接下来几天内不再来上班，专门花钱吗,0,0,0,0,1,So they don't come to work for the next few days when they get paid.
zho_fbd068e41e671940b0e848a6efabf810,因为黑龙江人近代移民比例更多，向外跑的也更多。,0,1,0,0,0,Because the Heilongjiang population has more immigrants in recent times and more people have gone out.
zho_c4b50c1d4303ea33b3a76e6402da832d,这叫识时务者为俊杰，因为全国到处是黑人，当然我必须拍黑人的马屁！,0,1,0,0,0,"It's called the Timekeeper Junjie, because the country is full of black people, and of course I have to kiss black people's ass!"
zho_2ef7273c6f17c638db621bd5c60f2c7e,不好意思，天堂尚未对黄种人开通服务，黄种人直接送往地府往生，向您这样的好人，来世一定能投个好人家，大富大贵，封侯拜相阿。,0,1,0,0,0,"I'm sorry, but heaven has not yet opened its way to the yellow people. The yellow men have been sent directly to their homelands. To a good man like you, they will be able to choose a good family in the next life."
zho_a9e21d9de219bbd9288715e8682e41dd,只能说民主党太恶心了，很明显的民主党为了赢大选把黑人拉出来当枪使！,1,1,0,0,0,"It's just that the Democrats are disgusting, and it's obvious that the Democrats pulled the niggers out to win the election!"
zho_83a99dd17f818fa0eaf9bdde960e37ed,懂了女生直接电挂，男生可能没事。设计师歧视女性[doge],0,0,0,1,0,"You know, girls hang directly, boys may be fine. Designers discriminate against women."
zho_833fab620c2c44152dd9419b4464c845,所以？他家暴他打女人他出轨可他还是一个好孩子？,0,0,0,1,0,"So? He beats up a woman and he cheats, but he's still a good kid?"
zho_bbccc0b3c02347b6aa26293032c80e08,这种人比那些在中国视频网站发吹我国的视频来赚流量的外国人还恶心,0,1,0,0,0,People like that are worse than foreigners who send videos of our country on Chinese video sites to make money.
zho_3df16af9312712e2313f4c522710eeb8,怎么不如啊，抖音只要是热一点河南文宣下面都有你们，都超领域了�,0,1,0,0,0,"If it's hot, you'll be under Henan. It's all over the field."
zho_a43077b20267b9953babff607e9d9fac,保护好自己的钱包和工作，发现问题能及时抽身，别让女人对自己有实质性伤害即可,0,0,0,1,0,"Protect your wallet and your job, find out what's wrong with you, and don't let a woman hurt herself."
zho_a59fb83534520c4aa8fd4dfed686c8dc,闽东和闽南一致认为客家人勤劳的原因是脑子不好，不会做生意。闽南人眼里闽西就是穷山沟。至于闽北，有这个地方吗？,0,1,0,0,0,"Guandong and Guannan agree that the family work hard because they don't know how to do business. Kansai is poor. As far as north is concerned, does this place exist?"
zho_92388a7b07abf43a9b3061fb504bd277,不枪毙几个你以为整治有用吗？厕所炸了屎就往外嘣，十里飘臭了属于是,0,0,0,0,1,You think it'll work if you don't shoot a few people?
zho_a7161c57860db4fca1439630f39efccc,还有我们�“江浙人种最高贵”（看不懂这句话语气是自黑还是嘲讽还是自以为是的就要来评论对枪的直接拉黑）,0,1,0,0,0,"And we, ""The Gang Dynasty is the highest."""
zho_3a4c9aef84ec80e6e4e7a01fc3d6ef8b,第二个男友为什么会认为是出轨？女方不应该有反抗行为吗？而且既然是尾随qj基本都是在室外吧,0,0,0,1,0,Why does the second boyfriend think it's cheating? Shouldn't the woman have resisted?
zho_af49d67649d53e5e56e32fe3dc095e08,这就不服了，女的说一句剁手男的就能信？真正强奸了女的女的能反抗？,0,0,0,1,0,That's not true. A woman can believe a man who chops his hand. A woman who really rapes a woman can resist?
zho_f3eeeb2bd6b36cd581c695d6147034b6,政策，tm的看个足球赛是互撕大战，山东葱，东北啥啥，什么都有。,0,1,0,0,0,"Policy, tm's watching a football game is tearing each other up, mountain onions, anything in the northeast, everything."
zho_9243fd46485148ea9b8b05e163bee152,不但喜欢N待小动物，还喜欢偷kui别人信件，如果是从小有父爱作为正面引导，哪里会演化成这样的变太,0,0,0,0,1,"Not only do you like little animals, but you also like to steal letters from other people."
zho_5bdd082bbcc20cb272f70bb371bd929d,毫无游戏性的游戏，把知乎上嘲讽女权的段子做成PPT，我只能说10块都不值,0,0,0,1,0,There's no game. It's a PPT. I can only say it's not worth ten bucks.
zho_7778071a43d2334039d2c4e15a420464,当时被北方同学问“江西在中国？”我“？？？”,0,1,0,0,0,"I was asked by students from the North, ""Is Jiangxi in China?"""
zho_10238cd4fb3c8f4e281e3888bc90ca05,这也就是网上，有能耐过来当着我们面说我家乡不好试试，上面的，有一个算一个，蛆,0,0,0,0,1,That's the Internet. Come over here and tell us that my hometown isn't easy. One of them is a maggots.
zho_0861604c20ee3abb78c8192fb2ce3286,那么你对美国的了解来自于哪儿呢？美国严重的穆××问题，黑人种族，毒品问题。最后问你一句，10%算不算多？对于一个发达国家。,0,1,1,0,0,"So what do you know about America? America's serious problems, the black race, the drug problem. And let's just say, is 10% more? For a developed country."
zho_ce674cd0cbb6efcad2b4f9da076ec465,好家伙，整活老哥把女拳的活性转然后买抖+推给女拳粉丝炸鱼,0,0,0,1,0,"Man, you've got to turn a woman's fist and buy a shake and blow fish for a girl's boxer."
zho_30a4951faa11d202da19a6371813fecd,那是个别部分极端的人，就和说吃榴莲变态的人是一类人,0,0,0,0,1,That's a few extremes.
zho_6d0a5fa8631fe2b60bb7e6d7fcca8626,笑死了，怎么全是陕西黑河南的证据，难道河南没黑过陕西，评论区里就一堆吧�,0,1,0,0,0,"It's all evidence of the Black River South, isn't it? It's just a bunch of comments."
zho_b00f3e916aaef4aca28affb19bb66339,我先来让她们自己去卷例假不能休然打扮和男性一样去挣一样的钱,0,0,0,1,0,I'm going to get them to make the same money as a man on their own.
zho_f4fc6623d6579ab2feeea85a7571e4a5,而且生孩子跟这能一样么，不是两种感觉？怎么不让女的试试电击，看看生孩子和电击是一样的不,0,0,0,1,0,"And it's like having a baby, it's not like that. Why don't you let the girl try the electric shock and see if it's the same as the electric shock?"
zho_b97e3f3db099dd56733b321af41745ab,看到“我是男的”，100%是女拳，毕竟有句话说自己没什么就喜欢强调什么,0,0,0,1,0,"Seeing ""I'm a man"" is 100% a woman's fist, after all, there's a saying that you don't have anything to say about it."
zho_da651790a06df4ee64976567cfa96c59,种族优势.......，我怎么就看黄种人比较顺眼，[发呆],0,1,0,0,0,"Race superiority... why do I think yellow people are more comfortable, [stammering]"
zho_a0320bf94be8413683497b008e48ddc5,很美的非洲，非洲人回自己的祖国去吧！,0,1,0,0,0,Beautiful Africa. Africans go back to their homeland!
zho_d2eac3bbb68e5cd9253347e243aec323,建议国内也学习这种态度。无业的黑人赶回非洲，犯罪的直接遣返并永远不能入境。,0,1,0,0,0,It is recommended that this attitude be followed at home. Blacks who do not work return to Africa are directly repatriated from crime and are never allowed to enter the country.
zho_74569ce295db3e0e1559776e744b59d9,最恶心的是有警察以山东警察骂名人崔永远为标题写舆情报告向公安部邀功。,1,0,0,0,0,The most disgusting is the fact that the police invited the Ministry of Public Security to write a love report under the headline of the Shandong police who accused the famous Choi.
zho_b95a6b2497974edd05ff321d450ddaf0,是不好看。中国现在流行的是欧版mix韩版。日本要么太土要么太素要么太卡哇伊,0,1,0,0,0,It's not good-looking. China is now popular with the Euromix Korean version. Japan is either too old or too cheap or too cavay.
zho_0a10b0fc200c6e56b5388c45c324fbb5,上气，接受欧美价值观的黄种人反抗自己老爹的故事。。。这很美国,1,1,0,0,0,"The story of the yellow people, who accepted the values of Europe and America, rebelled against their father. It's very American."
zho_1eff842834e7b6572dec03b5f80a65c0,淡定，在一些缺乏地理概念的人眼里，长江以北都是东北�唐山属于东北不算什么，山东也可能属于东北�,0,0,0,0,1,"Calm down. In the eyes of some people who lack geography, all northeast of the Yangtze, Tangshan belongs northeast, and Shandong may belong northeast."
zho_42bfc20e23d44ceda202fc5659c3244b,在动物地理分区上讲，黄人和白人主要位于古北区（欧亚大陆），黑人主要位于古热带区（黑非洲）,0,1,0,0,0,"In the animal geography division, yellow and white people are mainly located in the ancient north (Eurasia) and black people in the ancient tropics (Black Africa)"
zho_35494fad186dfd1f05eb4b28f5fbff22,这世界曾由白人决定黑人能否生存，由男人决定女人能否受教育，现在又有异性恋者想要决定同性恋能不能存在，能不能光明正大。,0,1,0,1,0,"The world had been determined by white people ' s ability to survive, by men ' s ability to educate women, and by heterosexuals now wanted to decide whether homosexuality existed and whether it was fair and square."
zho_89b0d0a3375055ab45eb4a9f37619562,那应该也挺帅的了，我见着的黑人几乎都是没有头发然后看不清五官�,0,1,0,0,0,"That's pretty cool, too. I've seen black people almost without hair and I can't see the five officers."
zho_b1cbe73b0bcac59c63ea6cd0c601aa27,当然 只有最没素质和low的人才会种族歧视 把自己的失败转移到别的因素,0,1,0,0,0,"Of course, only the least qualified and the slowest will be racist and divert their failures to other factors."
zho_e1e715657a3d7e73ec492cbe7de41827,省都没出过几次，你就不要说话了好吧！最基本的人文地理知识都缺乏�,0,0,0,0,1,"If you haven't done it a few times, don't talk. You don't have the most basic knowledge of human geography."
zho_02507127cdbee5506f6e40fd4590cd76,一个人又不会跟你说ta跟黑人搞过，这是最可怕的,0,1,0,0,0,It's the scariest thing a man's ever told you about having sex with a black man.
zho_7b1db8c61a625818cf5a38d27386804a,这只是开始，民主党上台后，未来几年将是白左政治正确极端吞噬一切的几年，女权主义将毁灭男性的一切。,1,0,0,1,0,"It was only the beginning that the next few years, when the Democratic Party came to power, would be the years when the right left-wing politics would devour everything, and feministism would destroy everything for men."
zho_92956922b39406bbc639350db6e0ac2f,我觉得劳荣枝和那个杀人犯在一起是垃圾桶吸引垃圾，所以和黑人在一起的同理，无视而已，,0,1,0,0,0,"I think working with that murderer is a garbage can that attracts garbage, so being with black people, just ignores it."
zho_0453b7f16add0f738eff82cc529945cf,我们这儿叫日本人是“老黄”，其实应该是皇军的皇，也是骂人的词，,0,1,0,0,0,"We call the Japanese ""old yellow"", but it's the Emperor of the Imperial Army, and it's a curse."
